smiles,name,moa,clinical_phase,our_rf_p_pathogen,our_rf_p_gut,our_rf_S,our_rf_rank,our_dmpnn_p_pathogen,our_dmpnn_p_gut,our_dmpnn_S,our_dmpnn_rank,our_chemeleon_frozen_p_pathogen,our_chemeleon_frozen_p_gut,our_chemeleon_frozen_S,our_chemeleon_frozen_rank,our_molformer_p_pathogen,our_molformer_p_gut,our_molformer_S,our_molformer_rank,stokes_dmpnn_score,stokes_dmpnn_rank,stokes_inhibition,stokes_validated_active,stokes_rf_score,stokes_rf_rank,name_lower
O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,taprenepag,prostaglandin receptor agonist,Phase 2,0.243502697543851,0.3074075748313198,0.1686481238270114,3114,0.003607,0.005184,0.003589,3253,0.02902,0.069024,0.027017,5166,0.004755999,0.013316612,0.0046926652066446,3803,0.00401512573997209,3509.0,,False,,,taprenepag
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,tretinoin,retinoid receptor agonist|retinoid receptor ligand,Launched,0.1900993180243738,0.1128909511172653,0.1686388252058587,3115,0.002595,0.003922,0.002585,3482,0.146832,0.00172,0.146579,2133,0.09566778,0.0022543536,0.0954521109957529,1466,,,,,,,tretinoin
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,isotretinoin,retinoid receptor agonist,Launched,0.1900993180243738,0.1128909511172653,0.1686388252058587,3116,0.018551,0.004553,0.018467,2209,0.121547,0.001671,0.121344,2519,0.0754744,0.0021240877,0.0753140857552951,1620,,,,,,,isotretinoin
CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1,azeliragon,RAGE receptor antagonist,Phase 3,0.2563901196451402,0.3422850222565823,0.1686316218360356,3117,0.003296,0.634904,0.001204,4024,0.150553,0.281324,0.108199,2749,0.0007517214,0.10619629,0.0006718913762063,5239,0.00630649854715112,3049.0,,False,,,azeliragon
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,GW-843682X,PLK inhibitor,Preclinical,0.2037596975928774,0.1724332866655412,0.1686247432469607,3118,5.2e-05,0.015034,5.1e-05,5809,0.239438,0.056607,0.225884,1230,0.0064890045,0.43229863,0.0036838167445861,3998,0.0372791657457128,963.0,,False,,,gw-843682x
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,febuxostat,xanthine oxidase inhibitor,Launched,0.2086860165797234,0.1920884173887071,0.1685998499237709,3119,0.000197,0.007687,0.000195,5181,0.093274,0.030252,0.090452,3097,0.06235763,0.0035638667,0.062135395718952,1749,,,,,,,febuxostat
CCc1cncnc1N1CCN(Cc2nc3ccc(C(F)(F)F)cc3[nH]2)CC1,PF-4708671,ribosomal protein inhibitor,Preclinical,0.2177640194990887,0.2258789043014787,0.1685757213783487,3120,0.183348,0.006938,0.182076,971,0.065647,0.030386,0.063652,3799,0.00011735217,0.0060882233,0.0001166377037843,6170,0.0337895204080268,1059.0,,False,,,pf-4708671
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,pazopanib,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,Launched,0.2241963039688409,0.2481564228529875,0.1685605511590723,3121,0.630777,0.164254,0.527169,523,0.128345,0.016227,0.126262,2436,0.008379098,0.0072274795,0.0083185382409765,3310,0.00441668769680916,3403.0,,False,,,pazopanib
CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,PNU-177864,dopamine receptor antagonist,Preclinical,0.1918881126711793,0.1217372223415985,0.1685281868342182,3122,0.084275,0.005114,0.083844,1363,0.081898,0.041459,0.078502,3382,0.038759623,0.0012191584,0.0387123688800387,2092,0.000907966312272234,4409.0,,False,0.016,2935.0,pnu-177864
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3ccccc3)=CC[C@@H]12,17-PA,glucocorticoid receptor agonist,Preclinical,0.184963645312129,0.0889010191125396,0.1685201887451105,3123,0.001334,0.028559,0.001295,3959,0.046718,0.000919,0.046675,4302,0.0010055131,0.0007435856,0.0010047654149382,4979,0.00167236713694158,4200.0,,False,,,17-pa
NC1(C(=O)O)CC1,ACPC,glutamate receptor antagonist,Phase 1,0.1915464000501195,0.1202154692687093,0.1685195596813625,3124,0.00015,0.003351,0.000149,5313,0.124869,0.001577,0.124672,2459,0.24977954,0.0004210239,0.2496743768439289,861,0.00260331864057436,3895.0,,False,,,acpc
COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,nutlin-3,MDM inhibitor,Preclinical,0.206045248314779,0.1822897162637481,0.1684853184619844,3125,0.085746,0.121462,0.075331,1416,0.238558,0.356763,0.15345,2027,0.0053261765,0.9328605,0.0003575968271217,5631,0.00715999378012384,2897.0,,False,,,nutlin-3
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,suprofen,cyclooxygenase inhibitor,Withdrawn,0.1882047307538068,0.1048452301829559,0.1684723624364027,3126,0.006422,0.010562,0.006354,2871,0.139859,0.027801,0.135971,2276,0.0025890898,0.0035986803,0.0025797724935418,4275,0.00213863081429508,4040.0,,False,,,suprofen
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,plicamycin,alcohol dehydrogenase inhibitor,Launched,0.4065996384171285,0.5856576102849597,0.1684714658390243,3127,0.059267,0.997139,0.00017,5252,0.324494,0.071762,0.301208,810,0.22697696,0.55331963,0.1013861524742752,1420,0.0494928665750194,719.0,,False,,,plicamycin
C[N+](C)(C)C[C@H](O)CC(=O)O,levocarnitine,,Launched,0.175545993435683,0.0404042368587205,0.1684531915373082,3128,5.7e-05,0.003216,5.7e-05,5766,0.000105,0.000683,0.000105,6690,0.010283205,0.00047374633,0.0102783333693706,3147,,,,,,,levocarnitine
C[N+](C)(C)C[C@@H](O)CC(=O)O,carnitine-(D/L),,Phase 3,0.175545993435683,0.0404042368587205,0.1684531915373082,3129,1.7e-05,0.003201,1.7e-05,6173,5.2e-05,0.00054,5.2e-05,6705,0.006400594,0.00049404113,0.0063974318433075,3538,,,,,,,carnitine-(d/l)
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,podophyllotoxin,microtubule inhibitor|tubulin polymerization inhibitor,Launched,0.2403364879671219,0.2991435535227975,0.168441376915448,3130,0.000255,0.009282,0.000252,5050,0.004771,0.232589,0.003661,6385,0.0013101764,0.48163715,0.0006791467727067,5231,,,,,,,podophyllotoxin
O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,GSK-J1,histone demethylase inhibitor,Preclinical,0.1829492926345118,0.0796587985999815,0.1683757717785301,3131,0.054481,0.007759,0.054058,1596,0.01387,0.039646,0.01332,5831,0.00047549384,0.0019394341,0.0004745716510323,5453,0.023504725485327,1419.0,,False,,,gsk-j1
CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,nexturastat-A,HDAC inhibitor,Preclinical,0.2138126860754981,0.2126458628748706,0.16834630295138,3132,0.035264,0.005428,0.035072,1845,0.113726,0.070122,0.105751,2798,0.007861625,0.0016515715,0.0078486409642063,3360,0.00226734499125313,3999.0,,False,,,nexturastat-a
CNNCc1ccc(C(=O)NC(C)C)cc1,procarbazine,monoamine oxidase inhibitor,Launched,0.1823306879611362,0.0766980735145586,0.168346275451933,3133,5.1e-05,0.01082,5.1e-05,5805,0.101393,0.00145,0.101246,2874,0.0001945271,0.00032371166,0.0001944641293095,5967,,,,,,,procarbazine
O=C1CN=C(c2cccc(Br)c2)c2oc3ccccc3c2N1,5-BDBD,purinergic receptor antagonist,Preclinical,0.2589595608645946,0.3499347652015877,0.1683406077367364,3134,0.337256,0.016851,0.331573,728,0.211035,0.112018,0.187395,1616,0.0005091329,0.009868691,0.0005041084247319,5421,0.00159439034846749,4224.0,,False,,,5-bdbd
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,GDC-0084,mTOR inhibitor|PI3K inhibitor,Phase 2,0.2372393672370296,0.2904849369524228,0.1683249046025484,3135,0.564353,0.008385,0.55962,492,0.038547,0.01192,0.038088,4674,0.0038197523,0.01671307,0.0037559125124274,3978,,,,,,,gdc-0084
C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,PYM50028,neurotrophic agent,Phase 2,0.1992325953170061,0.155198184819149,0.1683120581669987,3136,2e-06,0.109485,2e-06,6526,0.004391,0.000748,0.004388,6337,0.0034158016,0.0005423584,0.0034139490113095,4063,,,,,,,pym50028
CSc1nc(-c2ccnc(N[C@@H](C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,ML3403,MAP kinase inhibitor,Preclinical,0.2125161856602292,0.2080763323996848,0.1682965971724782,3137,0.039056,0.153604,0.033057,1883,0.396801,0.120701,0.348906,630,0.10682735,0.06347329,0.1000466666335185,1430,,,,,,,ml3403
CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O,selamectin,nematocide,Launched,0.3669648829404934,0.5413847393895481,0.1682956954246383,3138,0.715908,0.087194,0.653485,397,0.415023,0.044937,0.396373,491,0.64809006,0.01682747,0.6371843439580519,331,,,,,,,selamectin
Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,FR-180204,MAP kinase inhibitor,Preclinical,0.2498931177263574,0.3266172477649612,0.1682737153791691,3139,0.003828,0.020053,0.003751,3224,0.613504,0.01999,0.60124,150,0.008867281,0.0016677815,0.0088524923127928,3272,0.0163999094016617,1859.0,,False,,,fr-180204
CCOc1ccccc1OC[C@H]1CNCCO1,viloxazine,norepinephrine reuptake inhibitor,Launched,0.1857423362319046,0.0941190725460652,0.1682604398132184,3140,0.001798,0.009478,0.001781,3747,0.138201,0.021537,0.135225,2286,0.0010836574,0.0009970674,0.0010825769205336,4934,0.00101191647665928,4378.0,,False,,,viloxazine
O[C@@]12[C@H]3[C@@H]4[C@@H]5C[C@@H]6[C@@H]4[C@@H]3[C@@H]([C@@H]6[C@@H]51)N2CCc1cccc(F)c1,TC1,beta-secretase inhibitor,Preclinical,0.2183683138454426,0.2295731657578033,0.1682368087347508,3141,0.0,0.219594,0.0,6691,0.417466,0.000447,0.41728,430,0.004515656,0.002242871,0.0045055279661116,3837,0.0164915026132803,1850.0,,False,,,tc1
Cc1cc(C)c(-c2ccc(NC(=O)[C@H](Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1,LGD-6972,glucagon receptor antagonist,Phase 2,0.2452702124646044,0.3141211951141786,0.1682256401993143,3142,0.418257,0.946261,0.022477,2100,0.189242,0.074952,0.175058,1751,0.096928366,0.030584615,0.0939638492433109,1477,,,,,,,lgd-6972
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,canertinib,EGFR inhibitor,Phase 3,0.2186743054462009,0.2308090122898982,0.1682023049929837,3143,0.010211,0.063383,0.009563,2621,0.08231,0.314908,0.05639,4018,0.026948454,0.060851373,0.0253086035738726,2415,0.0219457966724007,1504.0,,False,,,canertinib
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1,OSI-420,EGFR inhibitor,Preclinical,0.2099383768067531,0.198817236796438,0.1681990088325051,3144,0.001668,0.004521,0.001661,3799,0.288396,0.020908,0.282366,895,0.011041716,0.0029833592,0.0110087745949876,3085,0.0038239370145618,3563.0,,False,,,osi-420
Nc1nccc(/C=C/c2ccccc2)n1,TCN238,glutamate receptor positive allosteric modulator,Preclinical,0.202801890211554,0.1706407064848601,0.1681956323893894,3145,0.030695,0.019243,0.030104,1928,0.010135,0.105055,0.00907,6045,9.1953465e-05,0.0006210172,9.18963603166354e-05,6257,,,,,,,tcn238
CC(C)(C)NC[C@@H](O)COc1cc(Cl)ccc1Cl,cloranolol,adrenergic receptor antagonist,Launched,0.1991497423968064,0.1554825063503181,0.1681854413099307,3146,0.000313,0.02929,0.000304,4939,0.028895,0.003681,0.028789,5079,0.00011366255,0.0024047042,0.0001133892251886,6179,0.0126846186289128,2200.0,,False,,,cloranolol
CC(=O)Nc1nnc(S(N)(=O)=O)s1,acetazolamide,carbonic anhydrase inhibitor,Launched,0.1771881945599865,0.0508152455587261,0.1681843329433134,3147,2e-06,0.00234,2e-06,6537,0.000446,0.001367,0.000445,6651,0.06425308,0.0010413438,0.0641861704535111,1727,,,,,,,acetazolamide
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1[nH]nc2c(F)c(F)ccc12,PK-44,dipeptidyl peptidase inhibitor,Preclinical,0.2630515850240411,0.3607430821163591,0.168157545486875,3148,3.3e-05,0.953152,2e-06,6528,0.012621,0.15499,0.010665,5959,4.826655e-05,0.070130125,4.488161081518125e-05,6456,0.0437026138286455,808.0,,False,,,pk-44
O=C(O)[C@H]1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,SKF-89976A,GABA uptake inhibitor,Preclinical,0.1802771561243734,0.0673878835899276,0.1681286601135409,3149,0.038554,0.030395,0.037382,1813,0.18675,0.035114,0.180193,1698,0.00070029893,0.0025362715,0.0006985227817823,5218,0.00112581404320124,4350.0,,False,,,skf-89976a
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,bexagliflozin,solute carrier family member inhibitor,Phase 3,0.2233316906261586,0.247295889064942,0.1681026816363862,3150,0.003631,0.080107,0.00334,3298,0.082469,0.02411,0.080481,3333,0.019116595,0.2965096,0.0134483410631879,2935,,,,,,,bexagliflozin
CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,ibrolipim,lipoprotein lipase activator,Phase 2,0.2040354476277889,0.1764704335789305,0.1680292237194418,3151,0.003445,0.011295,0.003406,3286,0.007914,0.06664,0.007386,6129,0.007435387,0.004868133,0.0073991905471775,3411,0.00488899224555246,3306.0,,False,,,ibrolipim
O=C(O)C(=O)O,bismuth-oxalate,,Preclinical,0.1729388235616915,0.0284619757945112,0.1680166429515474,3152,0.830627,0.004672,0.826747,245,0.016743,2e-06,0.016743,5645,0.03212447,0.0004896685,0.0321087396589618,2225,0.00805515069562403,2763.0,,False,,,bismuth-oxalate
C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,oridonin,BCL inhibitor,Preclinical,0.198537479728378,0.1537883782706661,0.1680047226950055,3153,0.007305,0.002427,0.007287,2779,0.004007,0.000111,0.004007,6360,0.46351135,0.0016403625,0.4627510233631356,534,0.0157577377227426,1922.0,,False,,,oridonin
CCC(CO)(C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C)c1ccccc1,troventol,,Phase 1,0.1880687562227063,0.1067564007266956,0.1679912127192238,3154,0.000223,0.004468,0.000222,5117,0.294319,0.05158,0.279138,905,0.083396785,0.0030673046,0.0831409816577442,1555,0.00574736439117487,3129.0,,False,,,troventol
COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,GR-159897,tachykinin antagonist,Preclinical,0.223786106391508,0.2493296867988108,0.167989586574988,3155,0.090613,0.022821,0.088545,1341,0.081035,0.055697,0.076522,3435,0.025840597,0.0074384944,0.0256483818639228,2402,0.00462003453862962,3359.0,,False,0.046,1223.0,gr-159897
O=C(Nc1ccccc1C(=O)O)c1cc(S(=O)(=O)c2ccccc2)ccc1Cl,BAY-8002,monocarboxylate transporter inhibitor,Preclinical,0.2567751663949381,0.3458984665711093,0.1679570300853875,3156,0.164863,0.009123,0.163359,1025,0.105811,0.18069,0.086692,3184,0.0029649762,0.006888395,0.0029445522727688,4173,,,,,,,bay-8002
On1ncc(C2CCNCC2)c1-c1cccc(-c2ccccc2)c1,PHP-501,GABA receptor antagonist,Preclinical,0.1935595900170997,0.132314385305313,0.1679488718440387,3157,0.038952,0.160769,0.032689,1889,0.073737,0.101962,0.066218,3707,0.006870933,0.0020789169,0.0068566489012675,3477,0.00859959971385251,2681.0,,False,,,php-501
CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(C(F)(F)F)cc3)oc12,SNG-1153,selective estrogen receptor modulator (SERM),Preclinical,0.2865669648526605,0.4139368932215271,0.1679463257216276,3158,0.556027,0.884294,0.064336,1502,0.18369,0.188304,0.1491,2081,0.00094739156,0.9546489,4.296524937671598e-05,6467,0.0127542402387007,2192.0,,False,,,sng-1153
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,adrenosterone,11-beta hydroxysteroid dehydrogenase inhibitor,Preclinical,0.1724749123622611,0.0262893372680666,0.1679406612208894,3159,1.7e-05,0.002277,1.7e-05,6168,0.002203,0.000332,0.002202,6491,0.00021733606,0.00077314215,0.0002171680283312,5914,,,,,,,adrenosterone
CN(C)CC1=CC=C[C@@]1(CNc1ccnc2cc(Cl)ccc12)[Fe][CH]1C=CC=C1,ferroquine,antimalarial agent,Phase 2,0.2121627956263754,0.2084441468691914,0.167938702694653,3160,0.002843,0.005366,0.002828,3421,0.134931,0.091808,0.122543,2498,0.0053022522,0.0034452984,0.0052839843589789,3696,,,,,,,ferroquine
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,ethisterone,progestogen hormone,Launched,0.1718002656030909,0.0225036517995928,0.1679341322468813,3161,1.8e-05,0.002092,1.8e-05,6153,0.006495,0.000484,0.006492,6182,0.0017963774,0.00046899015,0.0017955349166937,4556,,,,,,,ethisterone
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,PH-797804,p38 MAPK inhibitor,Phase 2,0.2529199722016865,0.3363344347887034,0.1678542763044577,3162,0.000556,0.936138,3.5e-05,5959,0.138784,0.488408,0.071001,3592,0.0029814478,0.76942337,0.0006874521862449,5227,0.0819051305842549,403.0,,False,,,ph-797804
Brc1c(NC2=NCCN2)ccc2nccnc12,brimonidine,adrenergic receptor agonist,Launched,0.211617027707687,0.2070005281376528,0.1678121912092754,3163,0.022522,0.006923,0.022366,2106,0.046322,0.040113,0.044464,4405,0.06125554,0.0017312898,0.0611494889084045,1761,,,,,,,brimonidine
CCCC(=O)c1cc(F)ccc1OC[C@@H](O)CNC(C)(C)C,butofilolol,adrenergic receptor antagonist,Phase 2,0.1912666641088284,0.1226807183935645,0.1678019323512167,3164,5.1e-05,0.01035,5.1e-05,5802,0.045041,0.003682,0.044875,4388,0.00053307845,0.005265106,0.0005302717354544,5391,0.0171706110514847,1796.0,,False,,,butofilolol
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,cortodoxone,androgen receptor antagonist,Phase 3,0.171408587287915,0.0212044776343029,0.167773957732441,3165,5e-06,0.001416,5e-06,6428,0.005143,0.000385,0.005141,6278,0.0004356403,0.00040114342,0.0004354655457601,5512,,,,,,,cortodoxone
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,retinol,retinoid receptor ligand,Launched,0.1893758427204315,0.1145186885029772,0.1676887695779416,3166,0.008816,0.006391,0.00876,2671,0.297664,0.002348,0.296965,829,0.13112688,0.0014396989,0.1309380967751035,1268,,,,,,,retinol
CCCN(CCC)Cc1nc(-c2ncn3c2CN(C)C(=O)c2cc(F)ccc2-3)no1,Ro-48-6791,GABA receptor modulator,Preclinical,0.2238901061116479,0.2512011438298573,0.1676486553642138,3167,5e-06,0.022941,5e-06,6418,0.034931,0.101996,0.031368,4962,0.0017710667,0.0117580015,0.0017502424950848,4588,,,,,,,ro-48-6791
O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,cinaciguat,guanylate cyclase activator,Phase 2,0.2023866135047121,0.1717580599193135,0.1676250814155028,3168,0.034658,0.247273,0.026088,1999,0.13874,0.111744,0.123237,2484,0.020320142,0.01739515,0.0199666700818887,2595,0.00433519070854799,3420.0,,False,,,cinaciguat
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,demecarium,acetylcholinesterase inhibitor,Launched,0.2137106698835855,0.2156987206080488,0.167613551809407,3169,0.977266,0.1059,0.873774,202,0.07278,0.131972,0.063175,3810,0.0023510833,0.005027481,0.0023392632733798,4350,0.022960743191652,1445.0,,False,,,demecarium
Cc1nccc2[nH]c(=O)ccc12,medorinone,,Phase 1,0.1777980277574886,0.0575377925223955,0.1675679217254871,3170,0.001519,0.013635,0.001499,3872,0.074849,0.022735,0.073147,3526,0.00034821217,0.0005524948,0.0003480197845867,5654,0.00663186734352319,2994.0,,False,0.004,3985.0,medorinone
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,rubitecan,topoisomerase inhibitor,Phase 3,0.281990458098255,0.4058115755266688,0.167555466013915,3171,0.025379,0.388049,0.01553,2312,0.059515,0.466681,0.03174,4945,0.0018552878,0.045968153,0.0017700036465505,4568,0.168002236675238,188.0,,False,,,rubitecan
COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@](O)(c3ccccc3Cl)[C@@H]2C(=O)N2CCC[C@H]2C(N)=O)cc1OC,relcovaptan,vasopressin receptor antagonist,Phase 2,0.2328063472748626,0.2804025302449792,0.1675268584418998,3172,0.306799,0.29639,0.215867,892,0.052872,0.508503,0.025987,5202,0.0003036813,0.5249365,0.0001442679012625,6096,0.0144718464871743,2031.0,,False,,,relcovaptan
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,buflomedil,adrenergic receptor antagonist|calcium channel blocker,Launched,0.1712760483724638,0.0220895892819645,0.1674926308100782,3173,8.5e-05,0.003728,8.5e-05,5581,0.037742,0.007392,0.037463,4699,0.00092566136,0.0041525234,0.0009218175295421,5023,,,,,,,buflomedil
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,LXR-623,LXR agonist,Phase 1,0.2469719362122653,0.3218658977806896,0.1674800922366693,3174,0.364345,0.962639,0.013612,2395,0.180154,0.42565,0.103471,2836,0.0012218725,0.9110779,0.0001086514686322,6194,0.0514335209620185,690.0,,False,,,lxr-623
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CZC-54252,leucine rich repeat kinase inhibitor,Preclinical,0.2201383403701497,0.2392892653695064,0.1674615986233142,3175,0.012896,0.017813,0.012666,2447,0.026115,0.053249,0.024724,5268,0.0030786712,0.0066728457,0.0030581277021213,4155,0.0018241885333964,4144.0,,False,,,czc-54252
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,vilazodone,serotonin reuptake inhibitor,Launched,0.2254665681610539,0.25739056006474,0.1674336019062054,3176,0.016352,0.01036,0.016183,2279,0.084059,0.16913,0.069842,3615,0.39498746,0.0026619064,0.3939360403523063,608,,,,,,,vilazodone
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,latanoprost,prostanoid receptor agonist,Launched,0.1934826605371783,0.1351785279724741,0.1673279592975646,3177,1.5e-05,0.017386,1.5e-05,6188,0.196263,0.017661,0.192796,1558,0.12288757,0.002634122,0.1225638691483364,1304,0.00491810996135644,3299.0,,False,,,latanoprost
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,olmesartan-medoxomil,angiotensin receptor antagonist,Launched,0.2360102929739549,0.2911157996667184,0.1673039678052655,3178,0.055463,0.096882,0.05009,1629,0.087963,0.078339,0.081072,3315,0.009248178,0.021736844,0.0090471517975297,3254,,,,,,,olmesartan-medoxomil
Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,PF-05180999,phosphodiesterase inhibitor,Phase 1,0.214091090348478,0.2187221028706025,0.1672646368615987,3179,0.047702,0.004266,0.047498,1669,0.347387,0.012345,0.343099,651,0.03565605,0.3971532,0.02149513564314,2536,,,,,,,pf-05180999
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,formoterol,adrenergic receptor agonist,Launched,0.198175105018719,0.1563744887195554,0.1671855742944726,3180,0.010968,0.035223,0.010581,2549,0.190297,0.016203,0.187213,1618,0.6046189,0.0025535468,0.6030749773426854,364,0.0032914381631997,3711.0,,False,0.004,3985.0,formoterol
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,acemetacin,cyclooxygenase inhibitor,Launched,0.1967699185754053,0.1503866227599113,0.1671783550601073,3181,0.006272,0.016703,0.006167,2889,0.191614,0.108131,0.170895,1794,0.38699675,0.015342029,0.3810594346385942,625,,,,,,,acemetacin
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,telmisartan,angiotensin receptor antagonist,Launched,0.2437903718064211,0.3143545541820353,0.1671537581633409,3182,0.000986,0.308431,0.000682,4411,0.20829,0.198191,0.167009,1845,0.14191312,0.01313155,0.140049580769064,1228,,,,,,,telmisartan
C[C@@H](O)CC(C)(C)O,hexylene-glycol,,Preclinical,0.1771076990164778,0.0562251250030084,0.1671497965002811,3183,0.000907,0.007405,0.0009,4234,0.000748,0.000393,0.000748,6618,0.8089403,0.00036294418,0.8086466998261475,173,,,,,,,hexylene-glycol
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C,phosphatidylcholine,,Launched,0.2221598885356926,0.2476819754434556,0.1671348884788744,3184,0.002221,0.445541,0.001231,4007,0.044147,0.011416,0.043643,4438,0.0003531513,0.00218129,0.0003523809746008,5641,0.00513004964783121,3247.0,,False,,,phosphatidylcholine
